id,name,team_id,points,position,market_value,variation,jornada,season,date
128582,De Frutos,728,10,4.0,29153507.0,755243.0,19,2025,2026-01-12
47543,Álvaro García,728,10,3.0,17370610.0,-148270.0,19,2025,2026-01-12
47109,Ó. Valentín,728,1,3.0,923069.0,-10951.0,19,2025,2026-01-12
20520,Balliu,728,3,2.0,591125.0,2879.0,19,2025,2026-01-12
18895,Lejeune,728,6,2.0,41152727.0,452405.0,19,2025,2026-01-12
181734,Chavarría,728,4,2.0,17560941.0,-139576.0,19,2025,2026-01-12
0,Iñigo Perez,728,5,5.0,0.0,0.0,19,2025,2026-01-12
324750,Carlos Martín,728,4,3.0,584366.0,3161.0,19,2025,2026-01-12
156488,Cárdenas,728,0,1.0,583343.0,3204.0,19,2025,2026-01-12
46759,Espino,728,2,2.0,587536.0,3029.0,19,2025,2026-01-12
1703,Ratiu,728,1,2.0,46858214.0,-269425.0,19,2025,2026-01-12
131546,Isi,728,10,4.0,9254628.0,22287.0,19,2025,2026-01-12
46887,Pedro Díaz,728,6,3.0,609063.0,2132.0,19,2025,2026-01-12
122657,Nteka,728,2,4.0,586649.0,3066.0,19,2025,2026-01-12
52,Camello,728,0,4.0,592581.0,2819.0,19,2025,2026-01-12
162931,Fran Pérez,728,2,3.0,622037.0,1591.0,19,2025,2026-01-12
47557,Trejo,728,0,3.0,593018.0,2801.0,19,2025,2026-01-12
11379,A. Batalla,728,5,1.0,13097692.0,-148585.0,19,2025,2026-01-12
47414,Gumbau,728,2,3.0,588011.0,3009.0,19,2025,2026-01-12
314006,Jozhua Vertrouwd,728,0,2.0,584774.0,3144.0,19,2025,2026-01-12
0,Adrián Molina,728,0,1.0,0.0,0.0,19,2025,2026-01-12
91745,Alemão,728,0,4.0,643959.0,678.0,19,2025,2026-01-12
358431,Nobel Mendy,728,4,2.0,5207031.0,-93646.0,19,2025,2026-01-12
47336,Darder,798,4,3.0,10152070.0,-161980.0,19,2025,2026-01-12
46738,Valjent,798,1,2.0,3188284.0,-42153.0,19,2025,2026-01-12
0,Jagoba Arrasate,798,0,5.0,0.0,0.0,19,2025,2026-01-12
190485,Samú Costa,798,2,3.0,1842853.0,-35317.0,19,2025,2026-01-12
30924,Kumbulla,798,1,2.0,594215.0,2751.0,19,2025,2026-01-12
335697,David López,798,0,2.0,583841.0,3183.0,19,2025,2026-01-12
179139,Leo Román,798,4,1.0,1905690.0,-28435.0,19,2025,2026-01-12
26302,Maffeo,798,1,2.0,1780502.0,-37033.0,19,2025,2026-01-12
920,Lato,798,2,2.0,584357.0,3161.0,19,2025,2026-01-12
107194,Antonio S.,798,1,3.0,586244.0,3083.0,19,2025,2026-01-12
64268,Mojica,798,0,2.0,9771671.0,-201103.0,19,2025,2026-01-12
414,Mascarell,798,3,3.0,648063.0,507.0,19,2025,2026-01-12
46751,Abdón,798,2,4.0,585708.0,3105.0,19,2025,2026-01-12
25375,T. Asano,798,0,4.0,589951.0,2928.0,19,2025,2026-01-12
50048,Muriqi,798,7,4.0,31484466.0,443017.0,19,2025,2026-01-12
285909,Pablo Torre,798,3,3.0,1045690.0,-16061.0,19,2025,2026-01-12
108519,Mateu Morey,798,0,2.0,594372.0,2744.0,19,2025,2026-01-12
293604,Javi Llabrés,798,2,4.0,583713.0,3188.0,19,2025,2026-01-12
313059,M. Joseph,798,2,4.0,1174441.0,-21425.0,19,2025,2026-01-12
152955,L. Bergström,798,0,1.0,602297.0,2414.0,19,2025,2026-01-12
0,Salhi,798,0,2.0,0.0,0.0,19,2025,2026-01-12
491248,Jan Virgili,798,0,4.0,9892240.0,-139245.0,19,2025,2026-01-12
734,Dela,539,12,2.0,587429.0,3034.0,19,2025,2026-01-12
